"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1200530";"CEFOXITIN SODIUM";"CEFOXITIN|CEFOXITIN SODIUM|CEFOXITIN SODIUM SALT|Mefoxin";"Small molecule";"4";"449.44";"38";"51";"0.10";"148.26";"8";"3";"0";"7";"N";"0.41";"3.39";"None";"0.29";"-3.12";"1";"MOL";"0";"28";"10";"4";"0";"427.0508";"ACID";"C16H16N3NaO7S2";"CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21.[Na+]";"GNWUOVJNSFPWDD-XMZRARIVSA-M"
"CHEMBL362558";"LY-2090314";"LY 2090314|LY-2090314|LY2090314";"Small molecule";"2";"512.55";"104";"1315";"3.42";"91.95";"6";"1";"1";"2";"N";"0.42";"9.82";"5.27";"1.83";"1.83";"4";"MOL";"0";"38";"9";"1";"1";"512.1972";"NEUTRAL";"C28H25FN6O3";"O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2";"HRJWTAWVFDCTGO-UHFFFAOYSA-N"
"CHEMBL922";"ADEFOVIR DIPIVOXIL";"ADEFOVIR DI(PIVALOYLOXYMETHYL) ESTER|ADEFOVIR DIPIVOXIL|ADEFOVIR PIVOXIL|Adefovir dipivoxil|GS-0840|Hepsera";"Small molecule";"4";"501.48";"50";"291";"2.70";"166.98";"13";"1";"2";"11";"N";"0.21";"None";"3.75";"3.06";"3.06";"2";"MOL";"0";"34";"13";"2";"2";"501.1988";"NEUTRAL";"C20H32N5O8P";"CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C";"WOZSCQDILHKSGG-UHFFFAOYSA-N"
"CHEMBL3989859";"TOCOPHEROL ACETATE";".ALPHA.-TOCOPHEROL ACETATE|AEC TOCOPHERYL ACETATE|ALPHA TOCOPHERYL ACETATE|ALPHA-TOCOPHEROL ACETATE|COPHEROL 1250 C|COVITOL 1100 C|E-TABS|E-VICOTRAT|EPHYNAL|JEEN VITAMIN E|TINODERM E|TOCOPHEROL ACETATE|TOCOPHEROL ACETATE, UNSPECIFIED|TOCOPHERYL|TOCOPHERYL ACETATE|TOCOPHERYL ACETATE,ALPHA|UNIVIT-E ACETATE|VITAMIN E ACETATE";"Small molecule";"4";"472.75";"6";"22";"9.06";"35.53";"3";"0";"1";"13";"N";"0.21";"None";"None";"10.42";"10.42";"1";"MOL";"0";"34";"3";"0";"1";"472.3916";"NEUTRAL";"C31H52O3";"CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2";"ZAKOWWREFLAJOT-ADUHFSDSSA-N"
"CHEMBL361812";"RAMATROBAN";"BAY U 3405|BAY-U-3405|BAYNAS|EN 137774|EN-137774|RAMATROBAN";"Small molecule";"2";"416.47";"25";"78";"3.09";"88.40";"4";"2";"0";"6";"N";"0.65";"4.39";"None";"3.30";"0.41";"3";"MOL";"0";"29";"6";"2";"0";"416.1206";"ACID";"C21H21FN2O4S";"O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2";"LDXDSHIEDAPSSA-OAHLLOKOSA-N"
"CHEMBL490932";"BL-1021";"BL-1021";"Small molecule";"1";"384.95";"3";"40";"3.80";"46.33";"2";"1";"0";"6";"N";"0.86";"None";"9.99";"3.64";"1.18";"2";"MOL";"0";"26";"3";"2";"0";"348.2202";"BASE";"C23H29ClN2O";"CN(CCC=C1c2ccccc2CCc2ccccc21)C(=O)CCCN.Cl";"DEKZAWRGNGHZKY-UHFFFAOYSA-N"
"CHEMBL218650";"DELAMANID";"DELAMANID|DELTYBA|OPC 67683|OPC-67683";"Small molecule";"4";"534.49";"35";"199";"4.97";"101.12";"9";"0";"1";"8";"N";"0.30";"None";"5.51";"6.14";"6.14";"3";"MOL";"0";"38";"10";"0";"1";"534.1726";"NEUTRAL";"C25H25F3N4O6";"C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1";"XDAOLTSRNUSPPH-XMMPIXPASA-N"
"CHEMBL235191";"TACEDINALINE";"CI-994|GOE 5549|GOE-5549|PD 123654|PD-123654|TACEDINALINE";"Small molecule";"3";"269.30";"35";"283";"2.48";"84.22";"3";"3";"0";"3";"N";"0.75";"13.68";"3.24";"1.47";"1.47";"2";"MOL";"0";"20";"5";"4";"0";"269.1164";"NEUTRAL";"C15H15N3O2";"CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1";"VAZAPHZUAVEOMC-UHFFFAOYSA-N"
"CHEMBL3085504";"BLEOMYCIN SULFATE";"BLEOMYCIN SULFATE|BLEOMYCIN SULPHATE|BLEOMYCINI SULFAS|BLEOMYCINS SULFATE|BLEXANE|Blenoxane";"Small molecule";"4";"1513.66";"5";"7";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1414.5184";"None";"C55H86N17O25S4+";"Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1.O=S(=O)(O)O";"WUIABRMSWOKTOF-OYALTWQYSA-O"
"CHEMBL502109";"BENZALKONIUM CHLORIDE";"ALPAGELLE|BENZALKONII CHLORIDUM|BENZALKONIUM CHLORIDE|CAPITOL|DERMAX THERAPEUTIC|DRAPOLENE|HYAMINE 3500|NSC-758480|PENTONIUM|Roccal|ZEPHIRAN|Zephiran Chloride";"Small molecule";"4";"354.02";"22";"34";"6.57";"0.00";"0";"0";"1";"14";"N";"0.27";"None";"None";"3.08";"3.08";"1";"MOL";"0";"23";"1";"0";"1";"318.3155";"NEUTRAL";"C22H40ClN";"CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]";"XIWFQDBQMCDYJT-UHFFFAOYSA-M"
"CHEMBL1235931";"LEVULINIC ACID";"FEMA NO. 2627|LAEVULINIC ACID|LEVULINIC ACID|NSC-3716";"Small molecule";"3";"116.12";"2";"3";"0.44";"54.37";"2";"1";"0";"3";"Y";"0.58";"4.32";"None";"-0.07";"-3.02";"0";"MOL";"0";"8";"3";"1";"0";"116.0473";"ACID";"C5H8O3";"CC(=O)CCC(=O)O";"JOOXCMJARBKPKM-UHFFFAOYSA-N"
"CHEMBL3301604";"RALINEPAG";"APD-811|APD811|RALINEPAG|Ralinepag";"Small molecule";"3";"431.92";"24";"113";"5.52";"76.07";"4";"1";"1";"8";"N";"0.59";"4.10";"None";"5.12";"2.02";"2";"MOL";"0";"30";"6";"1";"1";"431.1500";"ACID";"C23H26ClNO5";"O=C(O)COC[C@H]1CC[C@H](COC(=O)N(c2ccccc2)c2ccc(Cl)cc2)CC1";"NPDKXVKJRHPDQT-IYARVYRRSA-N"
"CHEMBL1241951";"LETERMOVIR";"AIC 246|AIC-246|AIC246|LETERMOVIR|MK-8228|PREVYMIS";"Small molecule";"4";"572.56";"19";"60";"5.71";"77.84";"7";"1";"2";"6";"N";"0.38";"3.75";"7.15";"4.64";"4.22";"3";"MOL";"0";"41";"8";"1";"2";"572.2047";"ACID";"C29H28F4N4O4";"COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1";"FWYSMLBETOMXAG-QHCPKHFHSA-N"
"CHEMBL515387";"GOSOGLIPTIN";"GOSOGLIPTIN|PF-00734200|PF-734,200|PF-734200";"Small molecule";"3";"366.42";"28";"74";"0.20";"64.60";"6";"1";"0";"3";"N";"0.82";"None";"9.38";"0.40";"-1.56";"1";"MOL";"0";"26";"7";"1";"0";"366.1980";"BASE";"C17H24F2N6O";"O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1";"QWEWGXUTRTXFRF-KBPBESRZSA-N"
"CHEMBL2105747";"TOZADENANT";"A-2A (3)|A2A (3)|A2A-(3)|RO-4494351|RO-4494351-000|RO-4494351-002|RO-4494351000|RO4494351|RO4494351-000|RO4494351-002|SYN-115|SYN115|TOZADENANT|Tozadenant";"Small molecule";"3";"406.51";"16";"42";"2.52";"87.16";"7";"2";"0";"3";"N";"0.81";"7.96";"0.13";"1.48";"1.38";"2";"MOL";"0";"28";"8";"2";"0";"406.1675";"NEUTRAL";"C19H26N4O4S";"COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12";"XNBRWUQWSKXMPW-UHFFFAOYSA-N"
"CHEMBL3545237";"HE3235";"APOPTONE|Apotone|HE 3235|HE-3235|HE3235";"Small molecule";"1";"316.49";"";"";"3.75";"40.46";"2";"2";"0";"0";"N";"0.67";"None";"None";"3.36";"3.36";"0";"MOL";"0";"23";"2";"2";"0";"316.2402";"NEUTRAL";"C21H32O2";"C#C[C@]1(O)CCC2C3CCC4CC(O)CC[C@]4(C)C3CC[C@@]21C";"CKAXZOYFIHQCBN-UQOAMHMYSA-N"
"CHEMBL1688529";"NIM811";"NIM-811|NIM811";"Protein";"2";"1202.63";"10";"30";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"0";"None";"None";"None";"None";"1201.8414";"None";"C62H111N11O12";"C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C";"RPJPZDVUUKWPGT-FOIHOXPVSA-N"
"CHEMBL1230065";"BMS-582949";"BMS 582949|BMS-582949|PS-540446";"Small molecule";"2";"406.49";"24";"85";"3.12";"100.42";"6";"3";"0";"7";"N";"0.56";"13.94";"None";"3.35";"3.35";"3";"MOL";"0";"30";"8";"3";"0";"406.2117";"NEUTRAL";"C22H26N6O2";"CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C";"GDTQLZHHDRRBEB-UHFFFAOYSA-N"
"CHEMBL412309";"AR-67";"AR-67|AR67|DB 67|DB-67|NSC-708298|SILATECAN";"Small molecule";"2";"478.62";"65";"74";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"478.1924";"None";"C26H30N2O5Si";"CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(O)cc1c2[Si](C)(C)C(C)(C)C";"XUSKJHCMMWAAHV-SANMLTNESA-N"
"CHEMBL3707313";"TRIFAROTENE";"AKLIEF|CD-5789|CD5789|TRIFAROTENE";"Small molecule";"4";"459.59";"7";"11";"5.99";"70.00";"4";"2";"1";"7";"N";"0.45";"3.97";"4.75";"5.15";"3.03";"3";"MOL";"0";"34";"5";"2";"1";"459.2410";"ACID";"C29H33NO4";"CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1";"MFBCDACCJCDGBA-UHFFFAOYSA-N"
"CHEMBL1255871";"ASTAXANTHIN";"ALL-TRANS-ASTAXANTHIN|ASTAREAL|ASTAXANTHIN|BIOASTIN|E161j|NSC-635689|OVOESTER";"Small molecule";"3";"596.85";"9";"20";"8.91";"74.60";"4";"2";"2";"10";"N";"0.25";"13.07";"None";"8.05";"8.05";"0";"MOL";"0";"44";"4";"2";"2";"596.3866";"NEUTRAL";"C40H52O4";"CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1=O";"MQZIGYBFDRPAKN-UWFIBFSHSA-N"
"CHEMBL28333";"MEDAZEPAM";"MEDAZEPAM|NOBRIUM|PAMNACE";"Small molecule";"4";"270.76";"9";"20";"3.63";"15.60";"2";"0";"0";"1";"N";"0.77";"None";"6.90";"4.21";"4.09";"2";"MOL";"0";"19";"2";"0";"0";"270.0924";"NEUTRAL";"C16H15ClN2";"CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21";"YLCXGBZIZBEVPZ-UHFFFAOYSA-N"
"CHEMBL3545065";"VEROSUDIL";"AR-12286|AR-12286 FREE BASE|VEROSUDIL|Verosudil";"Small molecule";"2";"327.41";"6";"7";"2.83";"65.20";"4";"2";"0";"4";"N";"0.77";"12.39";"6.46";"2.17";"2.12";"3";"MOL";"0";"23";"5";"2";"0";"327.1041";"NEUTRAL";"C17H17N3O2S";"CN(C)C(C(=O)Nc1ccc2c(=O)[nH]ccc2c1)c1ccsc1";"VDYRZXYYQMMFJW-UHFFFAOYSA-N"
"CHEMBL1043";"DAPSONE";"ACZONE|DAPSONE|DAPSONUM|DIAMINODIPHENYLSULFONE|DIAPHENYLSULFONE|Diaphenylsulfone|J04BA02|NOVOPHONE|NSC-6091|NSC-6091D|SERVIDAPSON";"Small molecule";"4";"248.31";"71";"229";"1.68";"86.18";"4";"2";"0";"2";"N";"0.79";"None";"2.39";"1.27";"1.27";"2";"MOL";"0";"17";"4";"4";"0";"248.0619";"NEUTRAL";"C12H12N2O2S";"Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1";"MQJKPEGWNLWLTK-UHFFFAOYSA-N"
"CHEMBL1091250";"INDIGOTINDISULFONATE";"5,5'-INDIGOTINDISULFONIC ACID|BLUE X|INDIGO CARMINE ACID|INDIGOTINDISULFONATE|INDIGOTINDISULFONIC ACID|NSC-8646|SAXON BLUE";"Small molecule";"1";"422.40";"17";"21";"1.31";"166.94";"8";"4";"0";"2";"N";"0.41";"-2.83";"None";"1.01";"-3.74";"2";"MOL";"0";"28";"10";"4";"0";"421.9879";"ACID";"C16H10N2O8S2";"O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21";"CFZXDJWFRVEWSR-BUHFOSPRSA-N"
"CHEMBL310671";"SACCHARIN";"BENZOSULFINIDE|E-954(I)|E954|GLUSIDE|INS NO.954(I)|INS-954(I)|NSC-5349|SACCHARIN|SACCHARINUM|Sweeta";"Small molecule";"3";"183.19";"53";"270";"0.12";"63.24";"3";"1";"0";"0";"N";"0.62";"1.94";"None";"0.45";"-0.49";"1";"MOL";"0";"12";"4";"1";"0";"182.9990";"ACID";"C7H5NO3S";"O=C1NS(=O)(=O)c2ccccc21";"CVHZOJJKTDOEJC-UHFFFAOYSA-N"
"CHEMBL33864";"LIPOIC ACID, ALPHA";".ALPHA.-LIPOIC ACID|6,8-THIOCTIC ACID|A-LIPOICUM ACIDUM|ACIDUM THIOCTICUM|ALPHA LIPOIC ACID|ALPHA-LIPOIC ACID|BILETAN|DL-6,8-THIOCTIC ACID|LIPOIC ACID, ALPHA|LIPOIC ACID, DL-|NSC-628502|NSC-90788|THIOCACID|THIOCTACID|THIOCTAN|THIOCTATE|THIOCTIC ACID|THIOCTIC ACID DL-FORM|TIOCTIC ACID";"Small molecule";"4";"206.33";"97";"125";"2.79";"37.30";"3";"1";"0";"5";"N";"0.55";"4.52";"None";"2.11";"-0.68";"0";"MOL";"0";"12";"2";"1";"0";"206.0435";"ACID";"C8H14O2S2";"O=C(O)CCCCC1CCSS1";"AGBQKNBQESQNJD-UHFFFAOYSA-N"
"CHEMBL2041980";"MMV-390048";"J3.367.891F|MMV-048|MMV-390048|MMV048";"Small molecule";"1";"393.39";"24";"111";"3.82";"85.94";"5";"1";"0";"3";"N";"0.73";"None";"5.90";"2.70";"2.69";"3";"MOL";"0";"27";"5";"2";"0";"393.0759";"NEUTRAL";"C18H14F3N3O2S";"CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1";"RTJQABCNNLMCJF-UHFFFAOYSA-N"
"CHEMBL4101487";"GALICAFTOR";"ABBV-2222|GALICAFTOR|GLPG-2222|GLPG2222";"Small molecule";"2";"559.47";"9";"16";"5.72";"103.32";"6";"2";"2";"7";"N";"0.36";"4.06";"None";"6.40";"3.28";"3";"MOL";"0";"40";"8";"2";"2";"559.1254";"ACID";"C28H21F4NO7";"O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c3ccc(OC(F)F)cc3O2)cc1";"QVDYQHXNAQHIKH-TZIWHRDSSA-N"
"CHEMBL455461";"RADEZOLID";"RADEZOLID|RX-013|RX-01_667|RX-103|RX-1741|RX-O1_667";"Small molecule";"2";"438.46";"27";"279";"2.36";"112.24";"6";"3";"0";"8";"N";"0.50";"8.56";"7.46";"1.29";"1.14";"3";"MOL";"0";"32";"9";"3";"0";"438.1816";"NEUTRAL";"C22H23FN6O3";"CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1";"BTTNOGHPGJANSW-IBGZPJMESA-N"
"CHEMBL2107826";"VIBEGRON";"GEMTESA|KRP-114V|MK4618|VIBEGRON|Vibegron";"Small molecule";"4";"444.54";"37";"99";"2.77";"96.25";"6";"3";"0";"6";"N";"0.54";"12.46";"10.61";"2.38";"-0.40";"3";"MOL";"0";"33";"7";"3";"0";"444.2161";"BASE";"C26H28N4O3";"O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21";"DJXRIQMCROIRCZ-XOEOCAAJSA-N"
"CHEMBL254316";"RALTEGRAVIR";"ISENTRESS|MK-0518|RALTEGRAVIR";"Small molecule";"4";"444.42";"46";"711";"0.91";"152.24";"9";"3";"0";"6";"N";"0.51";"7.02";"None";"-0.39";"-0.92";"3";"MOL";"0";"32";"11";"3";"1";"444.1557";"NEUTRAL";"C20H21FN6O5";"Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1";"CZFFBEXEKNGXKS-UHFFFAOYSA-N"
"CHEMBL1236924";"INT131";"AMG-131|CHS-131|IBRIGAMPAR|INT-131|INT131|T-0903131|T0903131|T131";"Small molecule";"2";"514.22";"13";"45";"7.44";"68.29";"4";"1";"2";"5";"N";"0.30";"7.11";"3.75";"6.54";"6.15";"4";"MOL";"0";"31";"5";"1";"2";"511.9323";"NEUTRAL";"C21H12Cl4N2O3S";"O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl";"NMRWDFUZLLQSBN-UHFFFAOYSA-N"
"CHEMBL1200553";"CUPRIC CHLORIDE";"COPPER (AS CUPRIC CHLORIDE)|COPPER CHLORIDE|COPPER CHLORIDE (CUCL2)|CUPRIC CHLORIDE|CUPRIC CHLORIDE ANHYDROUS|CUPRIC CHLORIDE DIHYDRATE|CUPRUM MURIATICUM|KIRTICOPPER|NSC-165706";"Small molecule";"4";"134.45";"61";"67";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"1";"None";"None";"None";"None";"132.8673";"None";"Cl2Cu";"";""
"CHEMBL1213456";"NEMONOXACIN";"NEMONOXACIN|TG-873870";"Small molecule";"3";"371.44";"17";"440";"2.22";"97.79";"6";"2";"0";"4";"N";"0.86";"5.53";"9.66";"-0.44";"-0.44";"2";"MOL";"0";"27";"7";"3";"0";"371.1845";"ZWITTERION";"C20H25N3O4";"COc1c(N2C[C@@H](C)C[C@H](N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12";"AVPQPGFLVZTJOR-RYUDHWBXSA-N"
"CHEMBL1003";"CLAVULANATE POTASSIUM";"BRL 14151K|BRL-14151K|CLAVULANATE POTASSIUM|POTASSIUM CLAVULANATE";"Small molecule";"4";"237.25";"10";"23";"-1.10";"87.07";"4";"2";"0";"2";"N";"0.55";"3.32";"None";"-1.52";"-4.94";"0";"MOL";"0";"14";"6";"2";"0";"199.0481";"ACID";"C8H8KNO5";"O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+]";"ABVRVIZBZKUTMK-JSYANWSFSA-M"
"CHEMBL1590";"PSEUDOEPHEDRINE";"ACUNASO|ISOEPHEDRINE, D-|NEODURASINA|PSEUDOEPHEDRINE|PSEUDOEPHEDRINE POLISTIREX|Pseudoephedrine";"Small molecule";"4";"165.24";"42";"57";"1.33";"32.26";"2";"2";"0";"3";"Y";"0.71";"13.89";"9.52";"1.32";"-0.78";"1";"MOL";"0";"12";"2";"2";"0";"165.1154";"BASE";"C10H15NO";"CN[C@@H](C)[C@@H](O)c1ccccc1";"KWGRBVOPPLSCSI-WCBMZHEXSA-N"
"CHEMBL489";"AFIMOXIFENE";"4-Hydroxytamoxifen|4-OHT|AFIMOXIFENE|Afimoxifene|TamoGel";"Small molecule";"3";"387.52";"54";"135";"5.70";"32.70";"3";"1";"1";"8";"N";"0.50";"9.45";"8.66";"5.69";"4.67";"3";"MOL";"0";"29";"3";"1";"1";"387.2198";"BASE";"C26H29NO2";"CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1";"TXUZVZSFRXZGTL-QPLCGJKRSA-N"
"CHEMBL1595";"DIHYDROCODEINE";".ALPHA.-HYDROCODOL|8,14-DIHYDRONEOPINE|CODHYDRINE|DEHACODIN|DH-CODEINE|DIHYDROCODEINE|Dihydrocodeine|IDS-ND-008(SECT.2)|NOVICONDIN|NSC-231319|RAPACODIN|REMEDACEN";"Small molecule";"4";"301.39";"26";"31";"1.73";"41.93";"4";"1";"0";"1";"N";"0.86";"None";"9.33";"1.55";"-0.38";"1";"MOL";"0";"22";"4";"1";"0";"301.1678";"BASE";"C18H23NO3";"COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314";"RBOXVHNMENFORY-DNJOTXNNSA-N"
"CHEMBL274323";"ASPARTIC ACID";"ASPARTATE|ASPARTIC ACID|ASPARTIC ACID, L-|ASPARTIC ACID,L|DEAMIDATED ASPARAGINE|FEMA NO. 3656|L-ASPARTIC ACID|NSC-3973";"Small molecule";"3";"133.10";"48";"81";"-1.13";"100.62";"3";"3";"0";"3";"N";"0.45";"1.70";"9.61";"-3.50";"-5.75";"0";"MOL";"0";"9";"5";"4";"0";"133.0375";"ZWITTERION";"C4H7NO4";"N[C@@H](CC(=O)O)C(=O)O";"CKLJMWTZIZZHCS-REOHCLBHSA-N"
"CHEMBL4065616";"REMDESIVIR";"GS 5734|GS-5734|REMDESIVIR|VEKLURY";"Small molecule";"4";"602.59";"33";"173";"2.31";"203.55";"13";"4";"2";"13";"N";"0.16";"10.23";"0.59";"2.01";"2.01";"3";"MOL";"0";"42";"14";"5";"2";"602.2254";"NEUTRAL";"C27H35N6O8P";"CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1";"RWWYLEGWBNMMLJ-YSOARWBDSA-N"
"CHEMBL1234886";"OXYGEN";"DIOXYGEN|E-948|E948|INS NO.948|INS-948|MOLECULAR OXYGEN|OXYGEN|OXYGEN 93 PERCENT|OXYGEN MOLECULE|OXYGENIUM|Oxygen|RNS-60 COMPONENT OXYGEN|RNS60 COMPONENT OXYGEN";"Small molecule";"4";"32.00";"6";"8";"0.07";"34.14";"2";"0";"0";"0";"Y";"0.38";"None";"None";"-0.28";"-0.28";"0";"MOL";"0";"2";"2";"0";"0";"31.9898";"None";"O2";"O=O";"MYMOFIZGZYHOMD-UHFFFAOYSA-N"
"CHEMBL1201190";"LEVOCETIRIZINE DIHYDROCHLORIDE";"CETIRIZINE (R)-FORM DIHYDROCHLORIDE|LEVOCETIRIZINE DIHYDROCHLORIDE|LEVOCETIRIZINE HYDROCHLORIDE|NSC-758898|UCB 28556|UCB-28556|XUSAL|XYZAL ALLERGY 24HR|XYZALL|Xyzal";"Small molecule";"4";"461.82";"8";"29";"3.15";"53.01";"4";"1";"0";"8";"N";"0.70";"3.59";"7.42";"0.87";"0.65";"2";"MOL";"0";"27";"5";"1";"0";"388.1554";"ACID";"C21H27Cl3N2O3";"Cl.Cl.O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1";"PGLIUCLTXOYQMV-GHVWMZMZSA-N"
"CHEMBL146428";"IMEXON";"Amplimexon|IMEXON|NSC-313425";"Small molecule";"2";"111.10";"69";"110";"-0.63";"55.96";"2";"2";"0";"0";"Y";"0.40";"11.28";"3.88";"-1.17";"-1.17";"0";"MOL";"0";"8";"4";"2";"0";"111.0433";"NEUTRAL";"C4H5N3O";"N=C1NC(=O)N2CC12";"BIXBBIPTYBJTRY-UHFFFAOYSA-N"
"CHEMBL889";"PALIFOSFAMIDE";"IFOSFAMIDE MUSTARD|IPM|ISOPHOSPHAMIDE MUSTARD|Isophosphamide mustard|N,N'-Bis-(2-Chloroethyl)Phosphoric Acid|NSC-297900|PALIFOSFAMIDE|ZIO-201";"Small molecule";"3";"221.02";"77";"107";"0.74";"61.36";"1";"3";"0";"6";"N";"0.46";"5.43";"None";"-0.39";"-2.23";"0";"MOL";"0";"11";"4";"3";"0";"219.9935";"ACID";"C4H11Cl2N2O2P";"O=P(O)(NCCCl)NCCCl";"BKCJZNIZRWYHBN-UHFFFAOYSA-N"
"CHEMBL512351";"BETRIXABAN";"BETRIXABAN|BETRIXABAN MALEATE|BEVYXXA|PRT-054021|PRT054021";"Small molecule";"4";"451.91";"18";"80";"4.14";"107.41";"5";"3";"0";"6";"N";"0.39";"13.86";"11.06";"3.44";"1.05";"3";"MOL";"0";"32";"8";"3";"0";"451.1411";"BASE";"C23H22ClN5O3";"COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1";"XHOLNRLADUSQLD-UHFFFAOYSA-N"
"CHEMBL3351077";"CEFSULODIN";"CEFSULODIN|J01DD03";"Small molecule";"4";"532.56";"39";"79";"-0.90";"190.88";"8";"3";"1";"8";"N";"0.22";"-1.37";"None";"-5.83";"-7.46";"2";"MOL";"0";"36";"12";"4";"2";"532.0723";"ACID";"C22H20N4O8S2";"NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@@H](c4ccccc4)S(=O)(=O)[O-])[C@H]3SC2)cc1";"SYLKGLMBLAAGSC-QLVMHMETSA-N"
